comment, channel
"Cuomo you should go hide soon because they’re coming after you next...  you need to stop spreading lies and hatred. That’s what you’ve been doing for 5 years now.  You’re a complete liar and a crook.  You should report what your brother does instead of reporting other fake news..", CNN
"China joe Biden", CNN
"Trump won hands down landslide", CNN
"Donald Trump after finishing a 18 hole game with a caddy.  Caddy “Mr President I’d like to ask you a question “ sure go ahead what did you want to ask me?   WHERE DID WE FIND YOU???????????????", CNN
"When he unloaded his opinion it reminds me of the shit I put in the toilet after hot wings and beer.", CNN
"Shut up, FREDO! Your brother killed all those old people in rest homes!", CNN
"Worst mainstream media news channel in history is CNN. Period.", CNN
"Things are really going smoothly under wuhan joe. Aren&#39;t they?????", CNN
"EVEN FREDO SAID YOU CAN&#39;T TRUST THE MEDIA. HE KNOWS BECAUSE HE WORKS FOR THE WORST ONE IN AMERICA.", CNN
"Am not the smartest person but i now see why there are still ex president trump supporter , it truly passion over reason, The Trump supporter knows he&#39;s truly a bad guy,  but no matter how much evident have shown this they will still support. Supporters have died from the virus, supporters have had there bank accounts empty, supporters are going to be charged with federal crimes for trying to overthrow the government,  and have kill capital police. Supporters have elected Republicans that haven&#39;t any legislate plans for the United states. Republicans that vote to overthrow the election and haven&#39;t supported the coveted relief plan. Ex president trump never was president for the United states but wasted  the most powerful job in the world. And along the way he killed thousands and will have other charge with federal crimes for he&#39;s lies. Believing in Santa claus, Easter bunny, as a kid is justified believing a human being is god as a adult well that may be a problem.", CNN
"Andrew Cuomo: Worst Governor in History Ever <br>Signed: 10,000 ++ nursing home dead people", CNN
"CNN haters fuels thier rating&#39;s lol", CNN
"Best President Ever", CNN
"You&#39;re a joke and a contribution to the demise of this great country", CNN
"My hope is people will follow Bidens administration and do what they say without questioning anything they ask you to do or think. I hope people will only listen to CNN and other mainstream media that because they know what is best for people. Do not question their news. Only think the way they tell you to think. Never question if they are right or wrong.  Just think the way they tell you to think. You are not educated enough to question there narrative.  LISTEN, BE HAAPY AND DO NOT EVER QUESTION WHAT THEY TELL YOU!!!!!!", CNN
"Your brother the worst government ever what a shame", CNN
"Cuomo also &quot;unloaded&quot; on many office employees!!! 😂😂😂😂", CNN
"As the weakest brother of the Cuomo family, he will never admit that demented Biden is the worst president ever. No matter how much the Dems bitch slap their base, they aloways keep coming back for more.", CNN
"I see a lot of Americans support racism. I thought America had evolved. Sad fact is if Chauvin had killed a dog with his knee. Oh the out cry. So that means that White America cares more for a dogs life than a Black human life.  I think that is sick sad and sorry.", CNN
"Wow that&#39;s all I can say how disgusting", CNN
"Chris Cuomo and his family turns out to be just as corrupt as trump family if not more", CNN
"Inhumane Describes him best", CNN
"I nd u", CNN
"Us", CNN
"Poor Fredo, Trump lives in his mind 25/8.", CNN
"🐂💩", CNN
"Says the room temperature IQ’d, moron with the lowest ratings, &amp; works for the lowest rated  network. Being the lowest rated program on the lowest rated “news” network makes Chris Cuomo the lowest bottom dweller on television. While CNN continues to dredge Chernobyl’s ponds in search of future talents.", CNN
"BEST PRESIDENT WE HAVE EVER HAD AND EVER WILL HAVE /", CNN
"THIS SOUNDS JUST LIKE CNN /THATS WHY I DONT WATCH IT/", CNN
"WHAT ABOUT ANDREW /NURSING HOMES CAN YOU SAY 15K PLUS/", CNN
"“The worst Governor of New York Period”...", CNN
"Andrew Cuomo  the best Governor  ever. I  wonder  who will pardon him doesn&#39;t  look  like  Democrats  will  😂", CNN
"Wrong.", CNN
"No sir POS.  THAT WOULD BE B O HAS THAT SPOT", CNN
"Dirty  done trump is going down as a cancer that tryed to destroy America owe Russia", CNN
"Say, have you heard about a certain governor? Might be good to have him on your show.", CNN
"Our Representatives need to realize they work fir Americans, not just their special interest people.", CNN
"We need to install term limits.", CNN
"This was BEFORE the insurrection. Good lord.", CNN
"what about your creepy brother?", CNN
"Don&#39;t worry Satan have a gift for him.. And that gift is everlasting he&#39;ll fire 🔥. For you trump..", CNN
"The republicans who still support Trump, however,  evidently don&#39;t believe that the Most High exists. They, like Trump&#39;s current supporters, are being judged just the same. The eyes of the Lord are in every place. To them I state the following: Think about 1 Corinthians 6: 19... Yeah, what does that tell your dumb asses?!", CNN
"What about your brother?", CNN
"Hey Cuomo, you need to worry about your sleeze bag brother before lying about others. This is how you get the slander pushed back up your lying ass.", CNN
"Biden: hold my you know the thing", CNN
"Chris YOU ARE TOTALLY CORRECT.", CNN
"How can a Trump supporter agree with building the wall? Who STOLE this country via murdering and deceit, you willfully ignorant dumb asses?! Was it Mexicans or whites? <br><br>Black people, remember the words of the Most High to us &quot;I will vex you with a foolish nation, not a people...&quot; Trump and his supporters are the kind of people in the white race that he was mainly talking about. The proof is in the race pudding! <br><br>Police who kill unarmed blacks are, no doubt, Trump supporters, too. If more than 500, 000 dead doesn&#39;t tell you that Satan exists and who he&#39;s using to destroy people, YOU ARE A TRUMP SUPPORTER OR JUST PLAIN STUPID!!!!!!!", CNN
"Biden is the worst.", CNN
"fredo and psycho", CNN
"Trump the best President we have had in decades. Facts of our countries success under Trump policies is fact. Records and data don’t lie. You just didn’t like your boss. You said every time Trump wrote an executive order you called him a dictator. Yet Biden is now President and has written more executive orders than any other President in history. Does that now make Biden a dictator ? Using your logic back at you it does. 🇺🇸", CNN
"Hey Chris how’s your brother doing ? How do you rank him sexual deviant who killed all those elderly people while taking the podium daily blaming deaths on Trump the guy you claim was the worst President ever. 🙈🇺🇸", CNN
"No he is not the worst, because he comes from up there, but yes he is the worst from up there. Yes, he ranks last but at least he is Not Dark like Obama.<br>Obama doesn’t know where he comes from nor did he do great things for Democracy. Obama sold us out even worst.", CNN
"I knew sooner people would snap out of the Trump derangement syndrome.", CNN
"Fredo...how about your pervert Gov brother Andrew?", CNN
"Last year, I criticized Governor Cuomo for not stock piling N95 masks. At the time Cuomo was &quot;America&#39;s Governor&quot; and my criticisms were knocked down. How dare I question the Governor. My oh my, how times have changed. I have never understood why citizens view their leaders as either &quot;good&quot; or &quot;bad.&quot; All of our leaders must be accountable to the people. They are elected to serve the people. I&#39;ve railed against Obama and Donald Trump for different reasons. Before Covid, I was a full-time bartender so I did not have much time to watch the news. When I did have time I watched CNN. Chris Cuomo was a show I enjoyed watching. I thought he spoke &quot;his&quot; truth, as much of what we see as truth is viewed from our own tinted glasses. Then there was the incident last year in Hampton&#39;s at Chris Cuomo&#39;s home where he was accused of not wearing a mask during recovery from Covid. Some people say it was on his property so it was his right. Then news surfaced that Chris hated his job at CNN and he spoke publicly and loudly about it. He apparently was thinking about quitting. My take is that when you are making millions of dollars a year don&#39;t look a gift horse in the mouth. If you want to quit then do it graciously without fussing about it. I went from being a Chris Cuomo supported to being on the fence about him. His style is often combative and, like his brother, he is stubborn. I got the sense that Chris was entitled. On his show he would regularly talk about Donald Trump, as he should, but being a New Yorker I was surprised with the lack of coverage about everyday New Yorkers. Besides Covid perhaps the biggest story for many of us is the exorbitant rents we all have to pay. Without jobs how are we going to pay the rent? Do elite liberals like Chris Cuomo even care? If Chris&#39;s concern was more on the fact that he hated his job what concern would he have for regular people. Being that Chris is the Governor&#39;s brother and the Governor won&#39;t talk about landlords, why would Chris? If we have all had to sacrifice due to Covid why are landlords allowed to demand pre-Covid rent? A &quot;moratorium&quot; on evictions isn&#39;t siding with the people. Once Covid is over landlords will hastily kick non-paying tenants out of their apartments. Kicking the can down the road does not help everyday New Yorkers. Chris Cuomo never advocated for tenants rights. I began to see him as a Hampton&#39;s liberal elite. It was just Chris Cuomo. Anderson Cooper and Don Lemon scarcely advocated for tenants rights too. Perhaps the problem is CNN. It&#39;s better to concentrate on lightning rod issues for ratings and profits rather than focus on unpopular topics that will help the people. So then I started watching MSNBC. It was different than CNN. Yes, they too would cover the big events of the day but they would also cover the concerns that everyday Americans face. Also, when talking about legal issues and the Constitution the hosts at MSNBC would spend a fair amount of time on the subject, talking details rather than paint with broad brushes. I especially was drawn to Rachel Maddow. Now I record her show every night. There are other great journalists on the show including Ari Melber and Chris Hayes. Still a bit on the margins at MSNBC is Dr. Jason Johnson. He gives voice to my convictions better than I can do myself. My worry is that the more popular MSNBC becomes they will water down their content. Recently, Ari Melber highlighted musical guests and, for me, if I wanted to watch Extra or TMZ I would&#39;ve tuned into those shows. Ari has a sharp, legal mind. He must be laser focused and MSNBC must remain hard news. In fact MSNBC needs to double down on their hard news, not go soft. I watch Rachel Maddow and the other shows to learn, not just about the news of the day but about the Constitution and state and federal law. What are the rules of Congress? Why do these rules exist, can they be changed, and what is precedent? When I was bartending I barely had enough time to focus on these issues but now I find them fascinating. Andrew Cuomo is in big time trouble now but I never understood why we as a people never held Cuomo&#39;s feet to the fire from day one. CNN didn&#39;t care either. They backed Cuomo just as Fox News backed Donald Trump. Both news channels engaged in dangerous propaganda. Hopefully MSNBC won&#39;t follow the same fate.", CNN
